,日期,天气,温度
2911,2019/02/27   星期三,多云,8~10℃
2912,2019/02/28   星期四,多云,5~9℃
2913,2019/03/01   星期五,小雨,7~9℃
2914,2019/03/02   星期六,阴,7~11℃
2915,2019/03/03   星期日,阴,6~10℃
2916,2019/03/04   星期一,霾,7~10℃
2917,2019/03/05   星期二,多云,8~11℃
2918,2019/03/06   星期三,多云,9~12℃
2919,2019/03/07   星期四,晴,5~11℃
2920,2019/03/08   星期五,小雨,3~13℃
2921,2019/03/09   星期六,阴,8~12℃
2922,2019/03/10   星期日,晴,8~14℃
2923,2019/03/11   星期一,晴,5~19℃
2924,2019/03/12   星期二,晴,6~21℃
2925,2019/03/13   星期三,多云,7~16℃
2926,2019/03/14   星期四,小雨到中雨,5~11℃
